timestamp,x00,y00,z00,vis00,x01,y01,z01,vis01,x02,y02,z02,vis02,x03,y03,z03,vis03,x04,y04,z04,vis04,x05,y05,z05,vis05,x06,y06,z06,vis06,x07,y07,z07,vis07,x08,y08,z08,vis08,x09,y09,z09,vis09,x10,y10,z10,vis10,x11,y11,z11,vis11,x12,y12,z12,vis12,x13,y13,z13,vis13,x14,y14,z14,vis14,x15,y15,z15,vis15,x16,y16,z16,vis16,x17,y17,z17,vis17,x18,y18,z18,vis18,x19,y19,z19,vis19,x20,y20,z20,vis20,x21,y21,z21,vis21,x22,y22,z22,vis22,x23,y23,z23,vis23,x24,y24,z24,vis24,x25,y25,z25,vis25,x26,y26,z26,vis26,x27,y27,z27,vis27,x28,y28,z28,vis28,x29,y29,z29,vis29,x30,y30,z30,vis30,x31,y31,z31,vis31,x32,y32,z32,vis32
1650567812.37409,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.38760,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.40486,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.41930,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.43834,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.45306,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.47056,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.48767,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.50017,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
1650567812.51753,0.03582,-0.57137,-0.18895,0.99998,0.04520,-0.60541,-0.17464,0.99995,0.04617,-0.60664,-0.17341,0.99995,0.04547,-0.60662,-0.17457,0.99994,0.01656,-0.60370,-0.17222,0.99996,0.01697,-0.60467,-0.17378,0.99997,0.01674,-0.60587,-0.17350,0.99997,0.08564,-0.59146,-0.07497,0.99996,-0.04492,-0.58795,-0.08648,0.99998,0.05240,-0.54951,-0.15498,0.99995,0.01440,-0.54564,-0.15464,0.99997,0.15613,-0.45723,-0.04075,0.99915,-0.15877,-0.41752,-0.06410,0.99890,0.25290,-0.56345,-0.17385,0.93265,-0.19712,-0.33256,-0.24186,0.92710,0.06937,-0.74490,-0.24974,0.94058,-0.14430,-0.40380,-0.40221,0.92975,0.00712,-0.75757,-0.27727,0.93576,-0.10624,-0.41085,-0.42925,0.90821,-0.01809,-0.75493,-0.25566,0.93654,-0.09505,-0.42450,-0.37807,0.91356,0.04988,-0.74182,-0.24084,0.93565,-0.12762,-0.40436,-0.39858,0.91074,0.13274,-0.00241,0.02547,0.00493,-0.13266,-0.02437,-0.02121,0.00345,0.13923,0.00752,-0.11713,0.00284,-0.01017,-0.18494,-0.23760,0.00102,0.17304,0.28531,0.03549,0.00007,-0.01417,0.06462,-0.20728,0.00001,0.16103,0.35099,0.08430,0.00005,-0.04685,0.12904,-0.12102,0.00002,0.26098,0.04273,-0.24611,0.00009,-0.01241,-0.11154,-0.54819,0.00008
